CustomerID,FullName,Age,City,JoinDate,Churn,OrderID,OrderDate,ShipMode,ProductID,ProductName,Category,Price,Cost,Quantity,Discount,Days_Since_Last_Order,Total_Orders,Revenue,Profit
1087,Customer_12,54,Alexandria,2022-05-14,0,12969,2022-05-14,Express,145,Product_145,Home Appliances,774.37,359.23,4,0.0,460,3,3097.48,1660.56
2396,Customer_13,34,Aswan,2020-03-06,1,10193,2020-03-06,Same Day,105,Product_105,Electronics,1078.01,519.05,1,0.0,445,3,1078.01,558.96
2123,Customer_14,32,Cairo,2020-02-03,1,12890,2020-02-03,Express,129,Product_129,Home Appliances,367.36,215.18,2,0.05,1257,5,697.98,267.62
1871,Customer_15,42,Mansoura,2020-10-07,0,12848,2020-10-07,Same Day,122,Product_122,Electronics,1153.41,719.27,2,0.05,346,4,2191.48,752.94
1130,Customer_16,42,Cairo,2021-03-23,0,11489,2021-03-23,Standard,149,Product_149,Home Appliances,1095.39,685.25,5,0.05,398,4,5203.1,1776.85
2332,Customer_17,40,Alexandria,2021-04-21,0,13412,2021-04-21,Standard,103,Product_103,Electronics,1360.92,429.515,4,0.05,789,4,5171.5,3453.44
1769,Customer_18,41,Giza,2022-10-31,0,10058,2022-10-31,Standard,128,Product_128,Sports,99.04,58.98,1,0.0,654,7,99.04,40.06
1343,Customer_19,41,Alexandria,2023-05-17,0,11886,2023-05-17,Express,138,Product_138,Electronics,698.88,429.515,1,0.0,595,2,698.88,269.36
2437,Customer_20,51,Luxor,2020-02-24,0,13609,2020-02-24,Standard,114,Product_114,Electronics,1034.78,574.61,1,0.05,432,5,983.04,408.43
1805,Customer_21,48,Mansoura,2023-02-23,0,10477,2023-02-23,Standard,147,Product_147,Electronics,187.99,96.58,5,0.0,521,4,939.95,457.05
1385,Customer_22,19,Alexandria,2021-11-02,0,11126,2021-11-02,Express,114,Product_114,Home Appliances,645.38,412.55,5,0.0,378,6,3226.9,1164.15
2215,Customer_23,34,Giza,2024-06-01,0,12580,2024-06-01,Same Day,143,Product_143,Clothing,1416.11,712.54,4,0.1,361,3,5098.0,2247.84
1955,Customer_24,41,Cairo,2023-08-23,0,11968,2023-08-23,Standard,111,Product_111,Electronics,682.11,319.91,1,0.05,371,6,648.0,328.09
1276,Customer_25,31,Mansoura,2023-12-07,0,10591,2023-12-07,Same Day,109,Product_109,Electronics,1478.84,729.11,1,0.0,391,8,1478.84,749.73
2184,Customer_26,49,Aswan,2023-01-21,0,10838,2023-01-21,Same Day,138,Product_138,Sports,132.42,70.43,4,0.2,338,9,423.74,142.02
1459,Customer_27,38,Alexandria,2022-09-05,0,13782,2022-09-05,Express,147,Product_147,Electronics,1090.85,506.39,4,0.05,338,6,4145.23,2119.67
2337,Customer_28,42,Giza,2021-03-27,0,11345,2021-03-27,Same Day,144,Product_144,Sports,892.47,519.66,4,0.2,388,7,2855.9,777.26
1021,Customer_29,33,Alexandria,2022-07-08,0,10548,2022-07-08,Same Day,106,Product_106,Electronics,775.78,516.1,2,0.2,908,6,1241.25,209.05
1252,Customer_30,10,Luxor,2023-04-21,0,13085,2023-04-21,Express,101,Product_101,Home Appliances,1457.73,843.5,4,0.0,621,4,5830.92,2456.92
1747,Customer_31,9,Mansoura,2021-07-23,1,13527,2021-07-23,Same Day,125,Product_125,Clothing,237.99,127.09,3,0.05,685,4,678.27,297.0
1856,Customer_32,48,Cairo,2020-01-14,1,10220,2020-01-14,Standard,116,Product_116,Clothing,1349.2,862.22,5,0.0,1565,2,6746.0,2434.9
1474,Customer_33,44,Giza,2020-11-22,1,10875,2020-11-22,Express,115,Product_115,Clothing,1052.3,657.07,4,0.1,1501,3,3788.28,1160.0
2082,Customer_34,46,Alexandria,2023-11-30,0,13462,2023-11-30,Express,134,Product_134,Home Appliances,425.54,217.08,2,0.05,398,8,808.53,374.37
1510,Customer_35,42,Mansoura,2022-05-15,0,12725,2022-05-15,Express,117,Product_117,Sports,1357.42,789.0,3,0.0,532,5,4072.26,1705.26
2499,Customer_36,43,Alexandria,2021-11-27,0,11196,2021-11-27,Standard,103,Product_103,Clothing,672.48,416.23,2,0.0,440,4,1344.96,512.5
1699,Customer_37,54,Mansoura,2021-07-23,0,12709,2021-07-23,Same Day,103,Product_103,Home Appliances,1230.63,582.87,2,0.0,433,9,2461.26,1295.52
1975,Customer_38,46,Luxor,2020-11-14,1,12731,2020-11-14,Same Day,137,Product_137,Home Appliances,613.81,312.97,2,0.1,1509,2,1104.86,478.92
1189,Customer_39,55,Alexandria,2021-03-16,0,13152,2021-03-16,Same Day,117,Product_117,Electronics,1283.85,554.28,2,0.1,580,6,2310.93,1202.37
1957,Customer_40,42,Luxor,2021-11-20,0,10335,2021-11-20,Standard,149,Product_149,Sports,973.11,677.58,1,0.0,390,7,973.11,295.53
1686,Customer_41,35,Aswan,2020-07-28,0,10224,2020-07-28,Same Day,138,Product_138,Home Appliances,254.52,108.37,5,0.0,531,4,1272.6,730.75
1957,Customer_42,42,Aswan,2020-08-07,0,12918,2020-08-07,Same Day,101,Product_101,Sports,992.01,446.98,1,0.1,390,7,892.81,445.83
1562,Customer_43,27,Giza,2022-02-17,1,12082,2022-02-17,Standard,107,Product_107,Clothing,327.45,178.12,3,0.0,1049,6,982.35,447.99
2267,Customer_44,34,Luxor,2020-07-17,1,13941,2020-07-17,Standard,126,Product_126,Clothing,647.29,426.94,1,0.0,919,2,647.29,220.35
1831,Customer_45,42,Mansoura,2022-05-01,1,10187,2022-05-01,Same Day,147,Product_147,Clothing,296.93,150.47,3,0.0,1092,2,890.79,439.38
2154,Customer_46,42,Giza,2021-05-12,1,11247,2021-05-12,Standard,139,Product_139,Electronics,81.92,51.66,4,0.2,1123,4,262.14,55.5
1646,Customer_47,38,Alexandria,2023-05-21,0,12690,2023-05-21,Standard,119,Product_119,Electronics,357.24,215.35,3,0.05,591,3,1018.13,372.08
1020,Customer_48,19,Alexandria,2021-06-25,0,13957,2021-06-25,Standard,130,Product_130,Sports,827.74,489.69,1,0.0,534,7,827.74,338.05
1840,Customer_49,49,Mansoura,2020-03-29,1,10962,2020-03-29,Express,143,Product_143,Sports,748.26,488.99,1,0.0,1047,2,748.26,259.27
1166,Customer_50,52,Cairo,2024-03-02,0,13015,2024-03-02,Express,114,Product_114,Electronics,777.17,314.17,3,0.0,333,3,2331.51,1389.0
2297,Customer_51,64,Cairo,2022-07-29,0,10493,2022-07-29,Same Day,113,Product_113,Home Appliances,409.15,277.71,1,0.1,887,3,368.24,90.53
1387,Customer_52,46,Alexandria,2023-03-01,1,11886,2023-03-01,Same Day,120,Product_120,Sports,1043.48,676.98,3,0.0,622,2,3130.44,1099.5
1600,Customer_53,40,Mansoura,2020-12-09,1,10310,2020-12-09,Standard,126,Product_126,Sports,1071.18,729.86,2,0.0,1115,4,2142.36,682.64
1315,Customer_54,24,Cairo,2022-02-14,1,12568,2022-02-14,Same Day,127,Product_127,Clothing,569.05,363.1,5,0.0,1052,1,2845.25,1029.75
1013,Customer_55,62,Luxor,2020-10-06,0,11604,2020-10-06,Express,125,Product_125,Sports,1327.7,881.03,3,0.2,867,3,3186.48,543.39
1241,Customer_56,43,Alexandria,2023-02-04,0,11563,2023-02-04,Same Day,109,Product_109,Sports,983.83,453.47,2,0.0,482,7,1967.66,1060.72
1776,Customer_57,42,Aswan,2021-08-23,1,13982,2021-08-23,Same Day,141,Product_141,Home Appliances,1083.91,537.37,2,0.0,603,2,2167.82,1093.08
2369,Customer_58,36,Luxor,2023-11-07,1,10368,2023-11-07,Express,148,Product_148,Sports,452.14,223.61,2,0.1,540,4,813.85,366.63
1564,Customer_59,35,Mansoura,2023-06-20,0,13546,2023-06-20,Express,112,Product_112,Home Appliances,50.89,22.02,2,0.2,561,2,81.42,37.38
1897,Customer_60,50,Aswan,2022-10-01,1,10745,2022-10-01,Standard,110,Product_110,Clothing,1304.79,807.5,3,0.0,1003,4,3914.37,1491.87
2363,Customer_61,24,Luxor,2023-03-28,0,12078,2023-03-28,Standard,106,Product_106,Electronics,1242.52,547.77,1,0.0,645,4,1242.52,694.75
1091,Customer_62,64,Cairo,2021-01-28,0,13898,2021-01-28,Standard,134,Product_134,Clothing,228.63,95.05,2,0.0,551,6,457.26,267.16
2390,Customer_63,61,Cairo,2023-12-13,0,11255,2023-12-13,Same Day,141,Product_141,Home Appliances,592.45,374.8,4,0.0,385,5,2369.8,870.6
1955,Customer_64,34,Aswan,2020-05-22,0,13921,2020-05-22,Same Day,119,Product_119,Home Appliances,1008.94,677.4,2,0.0,371,6,2017.88,663.08
2478,Customer_65,27,Giza,2020-03-04,0,10997,2020-03-04,Same Day,106,Product_106,Sports,995.56,626.44,1,0.0,653,5,995.56,369.12
2451,Customer_66,9,Alexandria,2023-09-16,0,10496,2023-09-16,Express,102,Product_102,Sports,1297.51,840.27,1,0.0,403,3,1297.51,457.24
1508,Customer_67,21,Aswan,2021-11-04,0,11589,2021-11-04,Same Day,115,Product_115,Electronics,253.39,146.63,5,0.1,428,6,1140.25,407.1
1775,Customer_68,50,Mansoura,2021-08-15,0,10963,2021-08-15,Express,117,Product_117,Home Appliances,673.41,448.71,5,0.0,454,7,3367.05,1123.5
1034,Customer_69,44,Alexandria,2020-06-12,0,12004,2020-06-12,Same Day,116,Product_116,Home Appliances,190.98,104.85,2,0.0,763,3,381.96,172.26
1205,Customer_70,47,Luxor,2021-04-21,0,11198,2021-04-21,Same Day,128,Product_128,Clothing,614.91,428.28,2,0.0,417,5,1229.82,373.26
2104,Customer_71,12,Mansoura,2020-07-25,1,12345,2020-07-25,Express,121,Product_121,Electronics,71.91,30.99,5,0.0,735,5,359.55,204.6
2411,Customer_72,34,Mansoura,2022-02-17,0,11814,2022-02-17,Express,108,Product_108,Clothing,1352.5,869.33,2,0.0,1049,2,2705.0,966.34
2025,Customer_73,60,Cairo,2021-07-23,1,11388,2021-07-23,Express,110,Product_110,Sports,814.21,482.35,4,0.1,1258,1,2931.16,1001.76
2021,Customer_74,38,Luxor,2022-07-17,0,11109,2022-07-17,Standard,110,Product_110,Sports,1282.21,736.24,3,0.0,457,4,3846.63,1637.91
2413,Customer_75,20,Cairo,2023-07-25,0,10576,2023-07-25,Standard,110,Product_110,Clothing,136.86,84.54,5,0.05,526,4,650.08,227.38
1565,Customer_76,38,Cairo,2022-01-17,1,13160,2022-01-17,Same Day,109,Product_109,Sports,379.81,247.67,5,0.0,914,4,1899.05,660.7
2129,Customer_77,28,Giza,2020-11-29,0,10053,2020-11-29,Same Day,128,Product_128,Clothing,426.1,280.74,1,0.0,459,4,426.1,145.36
1702,Customer_78,45,Cairo,2022-01-28,1,13701,2022-01-28,Same Day,124,Product_124,Home Appliances,610.7,276.41,2,0.0,387,5,1221.4,668.58
1401,Customer_79,40,Alexandria,2021-12-28,1,13432,2021-12-28,Standard,119,Product_119,Home Appliances,1214.16,557.43,5,0.0,1100,3,6070.8,3283.65
1729,Customer_80,48,Mansoura,2021-05-03,0,13547,2021-05-03,Same Day,133,Product_133,Sports,610.51,247.16,5,0.1,592,3,2747.3,1511.5
1161,Customer_81,21,Cairo,2023-10-04,0,10228,2023-10-04,Express,104,Product_104,Electronics,346.75,152.41,4,0.1,455,6,1248.3,638.66
1201,Customer_82,33,Aswan,2021-06-30,0,10778,2021-06-30,Express,103,Product_103,Home Appliances,144.24,69.11,2,0.0,765,5,288.48,150.26
1995,Customer_83,56,Alexandria,2023-12-08,0,13902,2023-12-08,Standard,142,Product_142,Sports,165.26,101.85,3,0.0,390,2,495.78,190.23
1269,Customer_84,19,Luxor,2023-10-31,0,11557,2023-10-31,Express,112,Product_112,Electronics,1152.07,625.26,4,0.0,428,5,4608.28,2107.24
1815,Customer_85,24,Mansoura,2023-08-20,1,13830,2023-08-20,Express,118,Product_118,Sports,694.96,436.0,3,0.2,439,6,1667.9,359.9
2294,Customer_86,42,Aswan,2020-05-26,0,10984,2020-05-26,Same Day,123,Product_123,Clothing,1102.96,602.17,1,0.0,673,5,1102.96,500.79
1455,Customer_87,44,Aswan,2023-06-01,0,10372,2023-06-01,Express,120,Product_120,Sports,1039.32,588.96,5,0.0,347,6,5196.6,2251.8
2485,Customer_88,32,Luxor,2023-07-24,0,10468,2023-07-24,Express,106,Product_106,Clothing,246.28,429.515,4,0.0,527,4,985.12,-732.94
2275,Customer_89,35,Aswan,2020-12-16,0,12467,2020-12-16,Standard,134,Product_134,Home Appliances,257.19,162.79,3,0.0,552,5,771.57,283.2
2016,Customer_90,47,Alexandria,2022-12-29,0,11849,2022-12-29,Express,142,Product_142,Home Appliances,1145.25,718.57,2,0.0,478,6,2290.5,853.36
1295,Customer_91,52,Luxor,2024-02-02,0,10531,2024-02-02,Express,102,Product_102,Sports,1095.84,539.45,1,0.0,334,5,1095.84,556.39
1719,Customer_92,23,Aswan,2021-05-16,0,11423,2021-05-16,Same Day,130,Product_130,Electronics,598.14,298.22,1,0.0,650,4,598.14,299.92
1337,Customer_93,45,Luxor,2020-11-30,0,13035,2020-11-30,Same Day,109,Product_109,Sports,162.26,75.6,5,0.0,352,8,811.3,433.3
1878,Customer_94,62,Luxor,2022-04-08,1,11207,2022-04-08,Same Day,127,Product_127,Sports,67.54,43.51,5,0.0,881,3,337.7,120.15
2076,Customer_95,38,Cairo,2022-02-16,0,13932,2022-02-16,Standard,142,Product_142,Home Appliances,467.83,291.97,3,0.0,827,6,1403.49,527.58
1791,Customer_96,23,Cairo,2021-07-06,1,10561,2021-07-06,Same Day,134,Product_134,Home Appliances,63.37,36.93,3,0.0,648,4,190.11,79.32
1216,Customer_97,23,Cairo,2023-03-08,0,10089,2023-03-08,Express,140,Product_140,Sports,383.61,180.93,1,0.0,517,5,383.61,202.68
1763,Customer_98,37,Aswan,2023-11-10,0,11639,2023-11-10,Standard,124,Product_124,Home Appliances,658.28,429.515,3,0.0,403,5,1974.84,686.29
1187,Customer_99,55,Mansoura,2023-02-14,0,13777,2023-02-14,Express,149,Product_149,Clothing,226.05,93.83,5,0.0,346,6,1130.25,661.1
1379,Customer_100,39,Alexandria,2021-03-25,1,11406,2021-03-25,Express,117,Product_117,Sports,201.2,83.23,1,0.0,1120,2,201.2,117.97
1492,Customer_101,42,Aswan,2023-03-11,0,10368,2023-03-11,Same Day,129,Product_129,Home Appliances,1349.83,615.71,1,0.0,425,4,1349.83,734.12
2064,Customer_102,25,Cairo,2021-10-26,0,13145,2021-10-26,Standard,136,Product_136,Sports,898.93,386.68,2,0.0,400,5,1797.86,1024.5
2180,Customer_103,54,Luxor,2020-04-24,1,11292,2020-04-24,Standard,112,Product_112,Home Appliances,1404.96,796.38,2,0.0,992,4,2809.92,1217.16
1014,Customer_104,22,Aswan,2021-04-14,0,10014,2021-04-14,Same Day,131,Product_131,Clothing,551.45,429.515,3,0.0,699,3,1654.35,365.8
1064,Customer_105,32,Luxor,2020-03-06,0,13400,2020-03-06,Standard,149,Product_149,Clothing,1031.86,550.48,3,0.2,471,3,2476.46,825.02
1520,Customer_106,49,Luxor,2021-10-08,0,13866,2021-10-08,Express,109,Product_109,Sports,346.8,200.53,5,0.0,365,6,1734.0,731.35
2367,Customer_107,9,Luxor,2022-01-04,1,13463,2022-01-04,Standard,119,Product_119,Clothing,946.59,565.81,5,0.2,825,7,3786.36,957.31
2152,Customer_108,42,Giza,2021-07-02,0,13781,2021-07-02,Express,146,Product_146,Clothing,237.9,141.42,2,0.1,442,6,428.22,145.38
1647,Customer_109,24,Mansoura,2020-05-15,0,13505,2020-05-15,Standard,146,Product_146,Home Appliances,53.02,25.36,1,0.0,646,3,53.02,27.66
2495,Customer_110,40,Alexandria,2021-03-08,1,12391,2021-03-08,Standard,117,Product_117,Sports,1400.72,900.51,4,0.2,1212,3,4482.3,880.26
2086,Customer_111,34,Alexandria,2023-03-07,0,11218,2023-03-07,Same Day,102,Product_102,Home Appliances,854.6,577.12,4,0.0,561,5,3418.4,1109.92
2162,Customer_112,71,Cairo,2024-10-01,1,11945,2024-10-01,Same Day,140,Product_140,Home Appliances,1394.06,689.76,3,0.0,327,3,4182.18,2112.9
1592,Customer_113,34,Giza,2021-10-06,0,11059,2021-10-06,Standard,105,Product_105,Electronics,534.06,216.36,4,0.0,569,6,2136.24,1270.8
1391,Customer_114,67,Aswan,2021-03-11,1,10916,2021-03-11,Express,139,Product_139,Clothing,525.29,351.81,4,0.0,894,2,2101.16,693.92
1418,Customer_115,48,Aswan,2023-09-04,0,12252,2023-09-04,Same Day,148,Product_148,Home Appliances,630.95,427.19,2,0.0,485,4,1261.9,407.52
1288,Customer_116,27,Alexandria,2022-10-19,0,13891,2022-10-19,Same Day,116,Product_116,Home Appliances,1073.76,445.92,1,0.0,593,6,1073.76,627.84
1378,Customer_117,44,Mansoura,2022-03-21,1,11674,2022-03-21,Same Day,117,Product_117,Home Appliances,870.42,349.46,5,0.0,805,3,4352.1,2604.8
1230,Customer_118,35,Luxor,2023-09-08,0,10775,2023-09-08,Standard,127,Product_127,Clothing,1391.76,897.58,2,0.0,511,4,2783.52,988.36
2017,Customer_119,43,Cairo,2022-07-28,0,11080,2022-07-28,Express,107,Product_107,Clothing,86.89,42.61,5,0.0,406,3,434.45,221.4
1040,Customer_120,29,Mansoura,2020-10-19,0,11133,2020-10-19,Express,108,Product_108,Clothing,1076.88,726.22,2,0.0,451,6,2153.76,701.32
2051,Customer_121,65,Alexandria,2021-06-26,1,10685,2021-06-26,Standard,108,Product_108,Sports,528.98,245.99,2,0.2,788,3,846.37,354.39
1134,Customer_122,53,Giza,2020-10-12,0,13567,2020-10-12,Express,123,Product_123,Home Appliances,311.34,204.97,4,0.0,623,2,1245.36,425.48
1200,Customer_123,40,Cairo,2021-05-20,0,12765,2021-05-20,Same Day,132,Product_132,Clothing,790.07,332.3,5,0.0,673,5,3950.35,2288.85
1779,Customer_124,65,Alexandria,2023-02-23,0,10224,2023-02-23,Express,143,Product_143,Home Appliances,782.34,374.11,2,0.0,678,3,1564.68,816.46
1929,Customer_125,41,Aswan,2023-01-08,0,13457,2023-01-08,Same Day,147,Product_147,Sports,248.67,172.06,4,0.05,502,5,944.95,256.71
2056,Customer_126,56,Cairo,2021-06-22,0,10063,2021-06-22,Same Day,118,Product_118,Electronics,342.75,160.87,3,0.0,1028,4,1028.25,545.64
2071,Customer_127,40,Alexandria,2023-04-12,0,11787,2023-04-12,Standard,138,Product_138,Sports,641.84,282.35,5,0.2,578,4,2567.36,1155.61
1502,Customer_128,45,Aswan,2022-05-27,0,12995,2022-05-27,Same Day,112,Product_112,Clothing,642.78,422.38,2,0.0,542,3,1285.56,440.8
1406,Customer_129,38,Aswan,2023-04-10,0,10960,2023-04-10,Express,115,Product_115,Clothing,510.46,222.22,3,0.0,399,5,1531.38,864.72
1804,Customer_130,41,Luxor,2022-03-28,0,13850,2022-03-28,Express,128,Product_128,Sports,265.39,113.92,4,0.2,375,6,849.25,393.57
1098,Customer_131,42,Giza,2022-11-01,0,13973,2022-11-01,Express,138,Product_138,Home Appliances,56.34,28.0,2,0.2,700,4,90.14,34.14
1683,Customer_132,29,Luxor,2021-03-25,1,11375,2021-03-25,Express,131,Product_131,Clothing,1456.84,860.41,4,0.0,1334,2,5827.36,2385.72
1725,Customer_133,33,Alexandria,2020-10-10,0,13534,2020-10-10,Express,109,Product_109,Clothing,1418.07,869.59,4,0.0,504,9,5672.28,2193.92
1960,Customer_134,36,Mansoura,2022-11-09,1,13915,2022-11-09,Same Day,108,Product_108,Sports,751.29,499.14,4,0.05,784,2,2854.9,858.34
1612,Customer_135,43,Luxor,2022-10-07,0,12367,2022-10-07,Standard,146,Product_146,Home Appliances,1492.83,429.515,5,0.0,521,7,7464.15,5316.58
2485,Customer_136,39,Mansoura,2020-05-07,0,10356,2020-05-07,Standard,119,Product_119,Sports,1026.8,531.91,3,0.0,527,4,3080.4,1484.67
1642,Customer_137,57,Aswan,2020-04-06,1,10092,2020-04-06,Express,108,Product_108,Sports,149.84,76.07,3,0.0,1731,1,449.52,221.31
2028,Customer_138,52,Alexandria,2020-08-12,0,12742,2020-08-12,Same Day,134,Product_134,Home Appliances,220.69,144.35,1,0.0,999,3,220.69,76.34
2241,Customer_139,37,Giza,2020-09-11,0,11323,2020-09-11,Standard,104,Product_104,Home Appliances,1378.36,850.65,2,0.05,478,5,2618.88,917.58
1502,Customer_140,60,Mansoura,2023-09-07,0,13797,2023-09-07,Express,131,Product_131,Electronics,963.58,647.17,4,0.0,542,3,3854.32,1265.64
1766,Customer_141,68,Alexandria,2020-11-23,1,11517,2020-11-23,Same Day,138,Product_138,Sports,1272.62,877.1,2,0.2,1174,5,2036.19,281.99
1397,Customer_142,9,Mansoura,2023-10-25,0,11677,2023-10-25,Standard,103,Product_103,Home Appliances,1352.49,662.74,3,0.0,434,5,4057.47,2069.25
1870,Customer_143,53,Luxor,2022-05-14,0,13666,2022-05-14,Same Day,135,Product_135,Clothing,699.52,390.96,3,0.0,694,4,2098.56,925.68
1794,Customer_144,29,Alexandria,2023-06-05,1,11412,2023-06-05,Express,119,Product_119,Electronics,120.36,70.96,4,0.0,606,3,481.44,197.6
1392,Customer_145,52,Luxor,2020-10-05,0,11634,2020-10-05,Same Day,143,Product_143,Sports,323.01,145.08,5,0.1,350,4,1453.54,728.14
1206,Customer_146,58,Cairo,2022-02-27,1,13864,2022-02-27,Standard,129,Product_129,Home Appliances,146.53,60.96,4,0.2,966,2,468.9,225.06
2038,Customer_147,26,Alexandria,2022-02-20,1,12481,2022-02-20,Standard,110,Product_110,Electronics,323.67,213.73,4,0.05,881,3,1229.95,375.03
1891,Customer_148,12,Mansoura,2023-05-05,0,11125,2023-05-05,Same Day,112,Product_112,Electronics,645.27,361.78,1,0.0,431,5,645.27,283.49
2484,Customer_149,52,Cairo,2022-08-16,1,10840,2022-08-16,Standard,146,Product_146,Clothing,221.39,126.47,5,0.2,869,2,885.56,253.21
1863,Customer_150,42,Luxor,2022-12-19,0,11401,2022-12-19,Same Day,130,Product_130,Electronics,291.76,165.27,2,0.2,355,4,466.82,136.28
1742,Customer_151,14,Luxor,2021-05-29,1,11606,2021-05-29,Same Day,130,Product_130,Sports,696.44,436.31,5,0.0,1313,2,3482.2,1300.65
2264,Customer_152,77,Mansoura,2023-02-07,0,13956,2023-02-07,Express,118,Product_118,Home Appliances,543.25,241.01,4,0.0,694,3,2173.0,1208.96
1563,Customer_153,49,Cairo,2020-01-24,1,13409,2020-01-24,Express,124,Product_124,Electronics,728.1,425.37,4,0.0,737,4,2912.4,1210.92
2020,Customer_154,50,Aswan,2023-10-25,0,13071,2023-10-25,Same Day,132,Product_132,Electronics,672.3,363.61,4,0.0,434,3,2689.2,1234.76
1095,Customer_155,60,Giza,2024-01-16,1,10897,2024-01-16,Standard,109,Product_109,Sports,984.49,658.71,4,0.2,351,4,3150.37,515.53
1484,Customer_156,31,Mansoura,2020-08-22,0,12931,2020-08-22,Express,147,Product_147,Clothing,1408.92,783.2,4,0.0,440,8,5635.68,2502.88
2430,Customer_157,41,Luxor,2023-10-28,0,12825,2023-10-28,Standard,124,Product_124,Clothing,206.4,140.95,5,0.0,399,4,1032.0,327.25
1230,Customer_158,20,Alexandria,2023-04-01,0,10491,2023-04-01,Same Day,126,Product_126,Home Appliances,193.93,98.12,4,0.0,511,4,775.72,383.24
1748,Customer_159,30,Cairo,2021-06-30,0,13713,2021-06-30,Standard,103,Product_103,Sports,1286.57,887.82,3,0.0,792,3,3859.71,1196.25
2194,Customer_160,45,Aswan,2023-08-05,0,13131,2023-08-05,Standard,123,Product_123,Clothing,784.28,519.62,3,0.05,515,2,2235.2,676.34
1540,Customer_161,15,Giza,2021-11-27,0,12860,2021-11-27,Same Day,111,Product_111,Home Appliances,1161.29,668.07,1,0.0,502,4,1161.29,493.22
2059,Customer_162,30,Alexandria,2020-08-16,1,11532,2020-08-16,Express,110,Product_110,Home Appliances,362.36,183.4,2,0.0,1599,1,724.72,357.92
1524,Customer_163,26,Cairo,2021-08-24,0,12439,2021-08-24,Express,136,Product_136,Clothing,1251.85,641.92,3,0.2,1226,3,3004.44,1078.68
2183,Customer_164,42,Aswan,2022-06-09,0,11977,2022-06-09,Standard,113,Product_113,Sports,1389.58,877.97,1,0.05,448,3,1320.1,442.13
2266,Customer_165,48,Mansoura,2020-11-19,1,13190,2020-11-19,Same Day,129,Product_129,Electronics,971.45,557.8,5,0.0,1107,3,4857.25,2068.25
2109,Customer_166,51,Aswan,2022-07-18,0,11798,2022-07-18,Same Day,138,Product_138,Clothing,203.52,105.93,2,0.0,622,5,407.04,195.18
1577,Customer_167,54,Mansoura,2020-01-07,1,11494,2020-01-07,Express,113,Product_113,Electronics,1348.18,796.53,4,0.0,776,4,5392.72,2206.6
1681,Customer_168,60,Cairo,2024-01-18,0,11351,2024-01-18,Same Day,126,Product_126,Electronics,1199.11,743.41,4,0.05,349,4,4556.62,1582.98
1556,Customer_169,49,Aswan,2024-01-13,0,12068,2024-01-13,Same Day,120,Product_120,Sports,1138.77,463.33,5,0.1,354,5,5124.46,2807.81
2012,Customer_170,68,Giza,2021-06-23,0,11120,2021-06-23,Standard,105,Product_105,Sports,103.26,44.09,2,0.0,682,5,206.52,118.34
1645,Customer_171,41,Aswan,2022-10-22,0,11838,2022-10-22,Standard,120,Product_120,Home Appliances,1208.5,517.66,3,0.0,344,7,3625.5,2072.52
1795,Customer_172,37,Cairo,2020-12-31,1,12560,2020-12-31,Express,114,Product_114,Sports,250.03,117.41,2,0.0,1462,3,500.06,265.24
2051,Customer_173,49,Alexandria,2022-11-05,1,12955,2022-11-05,Express,145,Product_145,Home Appliances,372.46,196.7,1,0.0,788,3,372.46,175.76
